,country,egis_product,manufacturer,product,product_id,pack,pack_size,reimb_categ,reimbursment_per_unit,tablet_price_base,tablet_amount_base,product_units_base,lc_value_base,tablet_price_0p,tablet_amount_0p,product_units_0p,lc_value_0p,tablet_price_5p,tablet_amount_5p,product_units_5p,lc_value_5p,tablet_price_10p,tablet_amount_10p,product_units_10p,lc_value_10p,lc_value_w_reimb_0p,lc_value_w_reimb_5p,lc_value_w_reimb_10p,lc_value_abs_diff_5p,lc_value_perc_diff_5p,lc_value_abs_diff_10p,lc_value_perc_diff_10p
0,HU,AMLODIPINE-A (default),KRKA,TENOX,HU5960,TABS 5MG 30,30,Not reimbursed,0.0,17.08,11563680,385456,197507654,17.08,11178749,372625,190933034,17.934,10843444,361448,194466328,18.788,10843444,361448,203726629,190933034.0,194466328.0,203726629.0,3533294.0,1.8505409598215468,12793595.0,6.700566545231769
0,HU,AMLODIPINE-A (default),BAUSCH HEALTH,AMLOBESYL,HU5926,TABS 5MG 30,30,Not reimbursed,0.0,18.97,814440,27148,15444767,18.97,777729,25924,14753525,19.918,777729,25924,15491201,20.867,777729,25924,16228877,14753525.0,15491201.0,16228877.0,737676.0,4.999998305489705,1475352.0,9.99999661097941
0,HU,AMLODIPINE-A (default),EGIS,CARDILOPIN,HU515,TABS 10MG 30,30,Molecule fix,332.85,17.5,1339650,44655,23443875,17.5,1309809,43660,22921663,18.375,1309809,43660,24067746,19.25,1309809,43660,25213829,37453894.0,38599977.0,39746060.0,1146083.0,3.059983562723812,2292166.0,6.119967125447624
0,HU,AMLODIPINE-A (default),GEDEON RICHTER,NORMODIPINE,HU534,TABS 10MG 30,30,Molecule fix,332.85,17.43,4913820,163794,85647883,17.43,5050830,168361,88035960,18.302,5050830,168361,92437758,19.173,5050830,168361,96839556,144074918.85,148476716.85,152878514.85,4401798.0,3.0552146307872103,8803596.0,6.110429261574421
0,HU,AMLODIPINE-A (default),PHARMA REGIST KFT,AMLODIPIN PHARMA-R,HU5929,TABS 5MG 30,30,Molecule fix,214.2,1.785,1412670,47089,2521616,1.785,1411714,47057,2519909,1.874,1411714,47057,2645905,1.964,1411714,47057,2771900,12599518.4,12725514.4,12851509.4,125996.0,1.00000647643802,251991.0,2.000005016064741
0,HU,AMLODIPINE-A (default),EGIS,CARDILOPIN,HU5939,TABS 5MG 30,30,Molecule fix,185.85,8.155,9625890,320863,78499133,8.155,9419658,313989,76817312,8.563,9419658,313989,80658177,8.97,9419658,313989,84499043,135172167.65,139013032.65,142853898.65,3840865.0,2.8414614241780267,7681731.0,5.682923588153319
0,HU,EGIRAMLON,TEVA,RAMACE,HU1616,CAPS 5MG 30,30,Molecule fix,406.35,10.115,1942500,64750,19648388,10.115,1939779,64659,19620863,10.621,1939779,64659,20601906,11.126,1939779,64659,21582950,45895047.650000006,46876090.650000006,47857134.650000006,981043.0,2.137579216567171,1962087.0,4.275160612018669
0,HU,EGIRAMLON,ACTAVIS,MERAMYL,HU5946,TABS 5MG 30,30,Molecule fix,477.75,3.99,11978490,399283,47794175,3.99,11573979,385799,46180175,4.19,11573979,385799,48489183,4.389,11095043,369835,48696145,230495647.25,232804655.25,225384816.25,2309008.0,1.0017577457745246,-5110831.0,-2.2173221320993948
0,HU,EGIRAMLON,KRKA,DALNESSA,HU902,8MG/10MG TAB 30,30,80%,1183.35,31.99,1341390,44713,42911066,31.99,1379367,45979,44125945,33.59,1546225,51541,51936912,35.189,1540271,51342,54200596,98535194.65,112927954.35,114956151.69999999,14392759.699999988,14.606719711797908,16420957.049999982,16.665067855528896
0,HU,EGIRAMLON,SANOFI,TRITACE,HU498,TABS 10MG 28,28,Molecule fix,675.15,29.287,5213656,186202,152694950,29.288,4932337,176155,144455833,30.752,4791064,171109,147334208,32.216,6550983,233964,211048117,263386881.25,262858449.35,369008911.6,-528431.900000006,-0.20062954445268366,105622030.35000002,40.10147728266934
0,HU,EGIRAMLON,ZENTIVA,RAMIPRIL-ZENTIVA,HU5921,TABS 5MG 28,28,Molecule fix,446.25,6.45,642488,22946,4144048,6.45,803139,28684,5180247,6.773,803139,28684,5439260,7.095,803139,28684,5698272,17980482.0,18239495.0,18498507.0,259013.0,1.4405231183457707,518025.0,2.8810406751053725
0,HU,EGIRAMLON,1A PHARMA,RAMIPRIL 1A PHARMA,HU674,TABS 2.5MG 30,30,Molecule fix,325.5,2.8,1710630,57021,4789764,2.8,1764865,58829,4941623,2.94,1764865,58829,5188704,3.08,1764865,58829,5435785,24090462.5,24337543.5,24584624.5,247081.0,1.025638258294128,494162.0,2.051276516588256
0,HU,EGIRAMLON,KRKA,DALNESSA,HU867,4MG/10MG TAB 30,30,80%,806.4,18.83,655020,21834,12334027,18.83,835716,27857,15736540,19.771,835716,27857,16523367,20.713,846503,28217,17533607,38200424.8,38987251.8,40287795.8,786827.0,2.0597336394018324,2087371.0,5.464261224655282
0,HU,EGIRAMLON,KRKA,TENOX,HU543,TABS 10MG 30,30,Not reimbursed,0.0,30.73,2458950,81965,75582520,30.73,2432990,81100,74765768,32.266,3235942,107865,104412525,33.803,2795971,93199,94512197,74765768.0,104412525.0,94512197.0,29646757.0,39.652848881322264,19746429.0,26.411056193524292
0,HU,EGIRAMLON,1A PHARMA,RAMIPRIL 1A PHARMA,HU539,TABS 10MG 30,30,Molecule fix,850.5,7.175,822840,27428,5903877,7.175,809535,26984,5808412,7.534,844068,28136,6358998,7.892,862607,28754,6808125,28758304.0,30288666.0,31263402.0,1530362.0,5.321461237769793,2505098.0,8.71086834606102
0,HU,EGIRAMLON,KRKA,AMPRILAN,HU5935,TABS 5MG 30,30,Molecule fix,406.35,15.785,410910,13697,6486214,15.785,454254,15142,7170404,16.574,454254,15142,7528924,17.364,467113,15570,8110711,13323355.7,13681875.7,14437580.5,358520.0,2.690913671245751,1114224.8000000007,8.362944179295617
0,HU,EGIRAMLON,EGIS,CARDILOPIN,HU515,TABS 10MG 30,30,Molecule fix,332.85,17.5,1339650,44655,23443875,17.5,1466827,48894,25669465,18.375,948608,31620,17430670,19.25,948608,31620,18260702,41943832.9,27955387.0,28785419.0,-13988445.899999999,-33.350423489790316,-13158413.899999999,-31.371510399088965
0,HU,EGIRAMLON,GEDEON RICHTER,NORMODIPINE,HU534,TABS 10MG 30,30,Molecule fix,332.85,17.43,4913820,163794,85647883,17.43,4997185,166573,87100940,18.302,2148536,71618,39321436,19.173,2148536,71618,41193885,142544763.05,63159487.3,65031936.3,-79385275.75000001,-55.69147126236709,-77512826.75000001,-54.377884596722126
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU312,T 8MG/10MG 30,30,80%,1183.35,32.025,1947600,64920,62371890,32.025,1685914,56197,53991405,33.626,2035274,67842,68438647,35.228,2024180,67473,71306793,120492124.94999999,148719477.7,151150967.55,28227352.75,23.42672001320697,30658842.600000024,25.444685793965682
0,HU,EGIRAMLON,PROTERAPIA HUNGARI,COVERCARD PLUS,HU3988,FT 10/2.5/5 30,30,80%,1539.3,45.465,15171510,505717,689772702,45.465,12555000,418500,570813092,47.738,12466714,415557,595139123,50.012,12334665,411155,616875079,1215010142.0,1234806013.1,1249765970.5,19795871.099999905,1.6292762023709846,34755828.5,2.860538138619093
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU6182,TB 4/10/1.25 30,30,80%,1069.95,21.84,880170,29339,19222913,21.84,780539,26018,17046970,22.932,1002120,33404,22980610,24.024,1387605,46253,33335821,44884929.1,58721219.800000004,82824218.35,13836290.700000003,30.826139146112634,37939289.24999999,84.52567489964018
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU308,T 4MG/10MG 30,30,80%,806.4,18.83,1181700,39390,22251411,18.83,1193883,39796,22480813,19.771,1193883,39796,23604853,20.713,1193883,39796,24728894,54572307.4,55696347.4,56820388.4,1124040.0,2.0597259920880675,2248081.0,4.119453816607359
0,HU,EGIRAMLON,SANOFI,TRIASYN,HU3872,FILM TABS LA 5MG 28 /5,28,80%,976.5,63.0,1203244,42973,75804372,63.0,1254165,44792,79012375,66.15,1254165,44792,82962994,69.3,1254165,44792,86913613,122751763.0,126702382.0,130653001.0,3950619.0,3.218380659836226,7901238.0,6.436761319672452
0,HU,EGIRAMLON,SANDOZ,AMLODIPIN SANDOZ,HU5930,TABS 5MG 30,30,Molecule fix,219.45,2.52,20170050,672335,50828526,2.52,13680064,456002,34473763,2.646,10696915,356564,28304038,2.772,10696915,356564,29651849,134543401.89999998,106552007.8,107899818.8,-27991394.09999998,-20.804731933866748,-26643583.09999998,-19.802965231846116
0,HU,EGIRAMLON,EGIS,COVERCARD,HU833,3.5/2.5MG TB 30,30,80%,384.3,28.56,5265420,175514,150380395,28.56,4846354,161545,138411869,29.988,6079463,202649,182310928,31.416,6840940,228031,214914970,200493612.5,260188938.7,302547283.3,59695326.19999999,29.77417856641193,102053670.80000001,50.9012080372386
0,HU,EGIRAMLON,SANOFI,TRITACE,HU5923,TABS 5MG 28,28,Molecule fix,379.05,17.7,26013148,929041,460432720,17.7,24525569,875913,434102572,18.585,3882563,138663,72157437,19.47,3882563,138663,75593505,766117394.6500001,124717647.15,128153715.15,-641399747.5000001,-83.7208177205039,-637963679.5000001,-83.27231361082112
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4290,H.CPS 5/5MG 30,30,80%,697.2,32.2,9568260,318942,308097972,32.2,7639358,254645,245987315,33.81,5694847,189828,192542773,35.42,5519101,183970,195486541,423525809.0,324890854.6,323750425.0,-98634954.39999998,-23.289006786360915,-99775384.0,-23.55827717691698
0,HU,EGIRAMLON,ADAMED,AMLOZEK,HU5934,TABS 5MG 30,30,Molecule fix,217.35,1.785,3093570,103119,5522022,1.785,3120778,104026,5570589,1.874,8879723,295991,16642821,1.964,8879723,295991,17435337,28180640.099999998,80976464.85,81768980.85,52795824.75,187.34785499070335,53588340.75,190.16012610018748
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4292,H.CPS10/10MG 30,30,80%,1242.15,35.63,2944950,98165,104928568,35.63,1840203,61340,65566440,37.412,2728833,90961,102089749,39.193,2490991,83033,97629424,141759921.0,215076955.15,200768864.95,73317034.15,51.71915562086128,59008943.94999999,41.625971243310715
0,HU,EGIRAMLON,TEVA,AMLODIPIN TEVA,HU505,TABS 10MG 30,30,Molecule fix,390.6,3.29,10336500,344550,34007085,3.29,9979031,332634,32831011,3.455,9979031,332634,34472562,3.619,9979031,332634,36114113,162757851.4,164399402.4,166040953.4,1641551.0,1.008584830703903,3283102.0,2.017169661407806
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU695,TABS 20/10MG FORT 30,30,80%,1270.5,42.0,2574750,85825,108139500,42.0,2913816,97127,122380263,44.1,2851633,95054,125757030,46.2,3047842,101595,140810318,245780116.5,246523137.0,269886765.5,743020.5,0.3023110699843777,24106649.0,9.80821774490452
0,HU,EGIRAMLON,GEDEON RICHTER,NORMODIPINE,HU5954,TABS 5MG 30,30,Molecule fix,185.85,8.12,23972820,799094,194659298,8.12,19911152,663705,161678558,8.526,19911152,663705,169762486,8.932,19911152,663705,177846414,285028132.25,293112060.25,301195988.25,8083928.0,2.8361860059867827,16167856.0,5.672372011973565
0,HU,EGIRAMLON,SANOFI,TRIASYN,HU3848,FILM TABS LA 2.5MG 28 /2.5,28,Therapy fix,549.15,29.662,686168,24506,20353458,29.662,726225,25937,21541637,31.146,848623,30308,26430905,32.629,881321,31476,28756388,35784940.55,43074543.2,46041433.4,7289602.650000006,20.37058756550039,10256492.850000001,28.661477963528437
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU347,TAB 4/5/1.25 30,30,80%,897.75,24.22,5374830,179161,130178383,24.22,4384635,146155,106195863,25.431,4319425,143981,109847296,26.642,4069210,135640,108411882,237406514.25,239106238.75,230182692.0,1699724.5,0.7159552910204106,-7223822.25,-3.042807090960016
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU699,TABS 20/5MG 30,30,80%,1099.35,26.74,3824880,127496,102277291,26.74,4752448,158415,127080460,28.077,4752448,158415,133434484,29.414,4752448,158415,139788507,301233990.25,307588014.25,313942037.25,6354024.0,2.109331684225499,12708047.0,4.218663036483148
0,HU,EGIRAMLON,GEDEON RICHTER,LISONORM,HU412,TABS 10/5MG 30,30,Therapy fix,784.35,32.445,12140490,404683,393898198,32.445,10332249,344408,335229807,34.067,7248918,241631,246950685,35.69,6691512,223050,238816724,605366221.8,436473959.85,413765991.5,-168892261.94999993,-27.899188271161634,-191600230.29999995,-31.650300826216327
0,HU,EGIRAMLON,EGIS,CARDILOPIN,HU671,TABS 2.5MG 30,30,Therapy fix,93.45,16.625,2656380,88546,44162318,16.625,2803827,93461,46613632,17.456,2999429,99981,52358779,18.288,940269,31342,17195166,55347562.45,61702003.45,20124075.9,6354441.0,11.480977153674091,-35223486.550000004,-63.64053806673107
0,HU,EGIRAMLON,TEVA,PERAMLONORM,HU309,T 4MG/5MG 30,30,80%,634.2,15.505,520350,17345,8068027,15.505,480052,16002,7443201,16.28,456818,15227,7437116,17.056,463373,15446,7903050,17591669.4,17094079.4,17698903.200000003,-497590.0,-2.8285547476238957,107233.80000000447,0.6095714827383265
0,HU,EGIRAMLON,ACTAVIS,MERAMYL,HU673,TABS 2.5MG 30,30,Molecule fix,325.5,2.73,4451070,148369,12151421,2.73,4615236,153841,12599595,2.867,4615236,153841,13229575,3.003,4615236,153841,13859555,62674840.5,63304820.5,63934800.5,629980.0,1.0051561280000387,1259960.0,2.0103122560000775
0,HU,EGIRAMLON,TEVA,AMLODIPIN TEVA,HU5931,TABS 5MG 30,30,Molecule fix,219.45,1.82,39916890,1330563,72648740,1.82,40062315,1335410,72913413,1.911,40062315,1335410,76559084,2.002,40062315,1335410,80204754,365969137.5,369614808.5,373260478.5,3645671.0,0.9961689734014798,7291341.0,1.9923376735558747
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU350,TAB 8/5/2.5 30,30,80%,1539.3,36.89,2490840,83028,91887088,36.89,2155898,71863,79531065,38.734,2155898,71863,83507618,40.579,2155898,71863,87484171,190149780.89999998,194126333.89999998,198102886.89999998,3976553.0,2.09127403732917,7953106.0,4.18254807465834
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4289,H.CPS 5/10MG 30,30,80%,869.4,35.595,577170,19239,20544366,35.595,643825,21461,22916953,37.375,2920846,97362,109165900,39.154,2666269,88876,104396420,41575146.4,193812422.8,181665214.39999998,152237276.4,366.17375904177214,140090067.99999997,336.95628309320875
0,HU,EGIRAMLON,KRKA,CO-DALNESSA,HU349,TAB 8/10/2.5 30,30,80%,1711.5,41.65,2149500,71650,89526675,41.65,2591642,86388,107941900,43.732,2279684,75989,99696284,45.815,2427094,80903,111197316,255794962.0,229751457.5,249662800.5,-26043504.5,-10.18139852965517,-6132161.5,-2.397295651194256
0,HU,EGIRAMLON,SANDOZ,RAMIPRIL HEXAL,HU5958,TABS 5MG 30,30,Molecule fix,477.75,6.16,815910,27197,5026006,6.16,932382,31079,5743476,6.468,937357,31245,6062824,6.776,937357,31245,6351530,20591468.25,20990122.75,21278828.75,398654.5,1.9360178456434256,687360.5,3.3380839659163204
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU315,T 8MG/5MG 30,30,80%,1011.15,21.91,2875470,95849,63001548,21.91,2653727,88458,58143165,23.005,2653727,88458,61050323,24.101,2703399,90113,65154609,147587471.7,150494629.7,156272368.95,2907158.0,1.9697864368253148,8684897.25,5.884576210949484
0,HU,EGIRAMLON,UPJOHN EEVS,NORVASC,HU5955,TABS 5MG 30,30,Not reimbursed,0.0,42.35,7084170,236139,300391300,42.35,6843018,228101,289801800,44.468,6675810,222527,296856561,46.585,6949769,231659,323754993,289801800.0,296856561.0,323754993.0,7054761.0,2.434339952339841,33953193.0,11.716004869534972
0,HU,EGIRAMLON,SANDOZ,AMLODIPIN SANDOZ,HU504,TABS 10MG 30,30,Molecule fix,390.6,5.215,2482800,82760,12947802,5.215,3118451,103948,16262720,5.476,3118451,103948,17075856,5.736,2926013,97534,16785075,56864808.800000004,57677944.800000004,54881855.4,813136.0,1.429945896520802,-1982953.400000006,-3.4871363183058937
0,HU,EGIRAMLON,EGIS,COVERCARD,HU874,5/5MG TABS 30,30,80%,634.2,36.855,46198770,1539959,1702655668,36.855,41447570,1381586,1527550195,38.698,35387550,1179585,1369418580,40.541,28017610,933920,1135847923,2403752036.2,2117511387.0,1728139987.0,-286240649.1999998,-11.908077242963328,-675612049.1999998,-28.106561701266376
0,HU,EGIRAMLON,KRKA,TENOX,HU5960,TABS 5MG 30,30,Not reimbursed,0.0,17.08,11563680,385456,197507654,17.08,12705957,423532,217017741,17.934,2642562,88085,47391708,18.788,2635164,87839,49509455,217017741.0,47391708.0,49509455.0,-169626033.0,-78.16228858450793,-167508286.0,-77.18644808859199
0,HU,EGIRAMLON,ACTAVIS,MERAMYL,HU533,TABS 10MG 30,30,Molecule fix,850.5,7.105,3607710,120257,25632780,7.105,3489825,116327,24795205,7.46,3599344,119978,26852004,7.816,3678398,122613,28748516,123731318.5,128893293.0,133030872.5,5161974.5,4.171922325389267,9299554.0,7.515925727405872
0,HU,EGIRAMLON,EGIS,COVERCARD,HU870,5/10MG TABS 30,30,80%,806.4,43.75,2972850,99095,130062188,43.75,3199770,106659,139989940,45.938,3463361,115445,159098134,48.125,4052576,135086,195030218,225999757.6,252192982.0,303963568.4,26193224.400000006,11.589934731859202,77963810.79999998,34.49729841657139
0,HU,EGIRAMLON,BAUSCH HEALTH,AMLOBESYL,HU5926,TABS 5MG 30,30,Not reimbursed,0.0,18.97,814440,27148,15444767,18.97,850634,28354,16136518,19.918,850634,28354,16943343,20.867,850634,28354,17750169,16136518.0,16943343.0,17750169.0,806825.0,4.999994422588566,1613651.0,9.999995042300949
0,HU,EGIRAMLON,PHARMA REGIST KFT,AMLODIPIN PHARMA-R,HU5929,TABS 5MG 30,30,Molecule fix,214.2,1.785,1412670,47089,2521616,1.785,1447830,48261,2584376,1.874,3857926,128598,7230718,1.964,3857926,128598,7575038,12921882.2,34776409.599999994,35120729.599999994,21854527.399999995,169.12805009164992,22198847.399999995,171.79267738565204
0,HU,EGIRAMLON,EGIS,EGIRAMLON,HU4293,H.CPS10/5MG 30,30,80%,1069.95,33.11,4177590,139253,138320005,33.11,3249422,108314,107588372,34.765,3236911,107897,112532817,36.421,4959012,165300,180612188,223478936.3,227977212.15,357474923.0,4498275.849999994,2.012841086714978,133995986.69999999,59.959112441864605
0,HU,EGIRAMLON,TEVA,RAMACE,HU1412,CAPS 10MG 30,30,Molecule fix,850.5,7.175,883440,29448,6338682,7.175,896779,29893,6434386,7.534,935034,31168,7044310,7.892,955570,31852,7541839,31858382.5,33552694.0,34631965.0,1694311.5,5.318259644851712,2773582.5,8.705974008567447
0,HU,EGIRAMLON,PROTERAPIA HUNGARI,COVERCARD PLUS,HU4033,FT 5/1.25/5 30,30,80%,897.75,29.785,24364320,812144,725691271,29.785,16839103,561303,501552675,31.274,17916947,597232,560339079,32.764,18900644,630021,619251250,1005462443.25,1096504107.0,1184852602.75,91041663.75,9.054705559734492,179390159.5,17.841557454910934
0,HU,EGIRAMLON,SANOFI,TRITACE,HU667,TABS 2.5MG 28,28,Molecule fix,258.3,11.025,13651260,487545,150505142,11.025,12628471,451017,139228889,11.576,12628471,451017,146190333,12.128,12628471,451017,153151778,255726580.10000002,262688024.10000002,269649469.1,6961444.0,2.7222215216258623,13922889.0,5.444443434294376
0,HU,EGIRAMLON,KRKA,DALNESSA,HU904,8MG/5MG TABS 30,30,80%,1011.15,21.91,1513890,50463,33169330,21.91,1594598,53153,34937638,23.005,1594598,53153,36684520,24.101,1691901,56397,40776497,88683293.94999999,90430175.94999999,97802323.55,1746882.0,1.969798281269186,9119029.600000009,10.282691580154156
0,HU,EGIRAMLON,EGIS,COVERCARD,HU776,10/5MG TABS 30,30,80%,1011.15,41.72,9977310,332577,416253373,41.72,7796471,259882,325268756,43.806,5814736,193825,254720311,45.892,6087036,202901,279346233,588048440.3,450706459.75,484509579.15,-137341980.54999995,-23.35555562054264,-103538861.14999998,-17.60719934860781
0,HU,EGIRAMLON,ADAMED,AMLOZEK,HU508,TABS 10MG 30,30,Molecule fix,390.6,4.97,719970,23999,3578251,4.97,802412,26747,3987990,5.218,863056,28769,4503856,5.467,863056,28769,4718325,14435368.200000001,15741027.4,15955496.4,1305659.1999999993,9.044862464956031,1520128.1999999993,10.530581409069976
0,HU,EGIRAMLON,GEDEON RICHTER,VIDONORM,HU310,T 4MG/5MG 30,30,80%,634.2,15.505,12538890,417963,194415489,15.505,10292728,343091,159588746,16.28,10228112,340937,166516219,17.056,10348659,344955,176501547,377177058.20000005,382738464.4,395272008.0,5561406.1999999285,1.4744815675005782,18094949.799999952,4.797468299465079
0,HU,EGIRAMLON,EGIS,COVERCARD,HU768,10/10MG TABS 30,30,80%,1183.35,51.975,8203980,273466,426401860,51.975,7230453,241015,375802814,54.574,6889444,229648,375982788,57.173,6889444,229648,393886730,661007914.25,647736748.8,665640690.8,-13271165.450000048,-2.0077165740228575,4632776.549999952,0.7008655191755826
0,HU,EGIRAMLON,KRKA,DALNESSA,HU868,4MG/5MG TABS 30,30,80%,634.2,15.505,6151440,205048,95378077,15.505,4759649,158655,73798357,16.28,4580532,152684,74572212,17.056,4634518,154484,79044018,174417358.0,171404404.8,177017770.8,-3012953.199999988,-1.727438848144912,2600412.800000012,1.490913994924755
0,HU,EGIRAMLON,UPJOHN EEVS,NORVASC,HU535,TABS 10MG 30,30,Molecule fix,332.85,17.5,6359700,211990,111294750,17.5,6348836,211628,111104628,18.375,3273064,109102,60142549,19.25,3187323,106244,61355959,181545007.8,96457149.7,96719274.4,-85087858.10000001,-46.868740226521396,-84825733.4,-46.72435470847467
0,HU,EGIRAMLON,ZENTIVA,AMLODIPIN-ZENTIVA,HU5933,TABS 5MG 30,30,Molecule fix,217.35,1.785,1153290,38443,2058623,1.785,1298800,43293,2318357,1.874,3673608,122454,6885259,1.964,3673608,122454,7213129,11728090.549999999,33500635.9,33828505.9,21772545.35,185.6444171979897,22100415.35,188.4400129397023
0,HU,EGIRAMLON,1A PHARMA,RAMIPRIL 1A PHARMA,HU5957,TABS 5MG 30,30,Molecule fix,477.75,4.97,3234510,107817,16075515,4.97,3254960,108499,16177151,5.218,2956055,98535,15426176,5.467,2956055,98535,16160755,68012548.25,62501272.25,63235851.25,-5511276.0,-8.103322315966892,-4776697.0,-7.023258388204856
0,HU,EGIRAMLON,PROTERAPIA HUNGARI,COVERCARD PLUS,HU3987,FT 10/2.5/10 30,30,80%,1711.5,53.97,10359150,345305,559083326,53.97,9687785,322926,522849756,56.668,9687785,322926,548992243,59.367,9687785,322926,575134731,1075537605.0,1101680092.0,1127822580.0,26142487.0,2.430643696553967,52284975.0,4.8612874860846915
0,HU,EGIRAMLON,EGIS,CARDILOPIN,HU5939,TABS 5MG 30,30,Molecule fix,185.85,8.155,9625890,320863,78499133,8.155,9515498,317183,77598890,8.563,9515498,317183,81478834,8.97,9515498,317183,85358779,136547350.55,140427294.55,144307239.55,3879944.0,2.8414641400012135,7759889.0,5.682929012349115
0,RU,DOPEGYT,VIATRIS,CARDURA,RU30536,TABS 2MG 30,30,EDL,,19.741,1192050,39735,23267520,19.741,1242607,41420,24530786,20.728,1245631,41521,25820023,21.716,1245631,41521,27049548,,,,,,,
0,RU,DOPEGYT,SANDOZ,MOXONITEX,RU100886,FILM C.TABS .2MG 28,28,EDL,,9.711,6583948,235141,62934454,9.711,7632056,272573,74118646,10.197,7698130,274933,78498338,10.683,7698130,274933,82236354,,,,,,,
0,RU,DOPEGYT,EGIS,DOPEGYT,RU21100,TABS 250MG 50,50,EDL,,6.487,22374400,447488,112809053,6.487,8282981,165660,53734359,6.812,8282981,165660,56421077,7.136,8282981,165660,59107795,,,,,,,
0,RU,DOPEGYT,SEVERNAYA ZVEZDA,MOXONIDINE-SZ,RU139515,FILM C.TABS .3MG 28,28,EDL,,5.573,1623832,57994,9026504,5.573,1880990,67178,10482395,5.851,2060351,73584,12056037,6.13,2060351,73584,12630134,,,,,,,
0,RU,DOPEGYT,ATOLL OOO RF,MOXONIDINE,RU128752,FILM C.TABS .2MG 14,14,EDL,,9.71,4165196,297514,36901917,9.71,2157270,154091,20947310,10.196,2164148,154582,22064793,10.681,2164148,154582,23115498,,,,,,,
0,RU,DOPEGYT,CANONPHARMA PRODUC,MOXONIDINE CANON,RU160781,FILM C.TABS .4MG 60,60,EDL,,7.236,10102440,168374,76548846,7.236,10780717,179679,78013207,7.598,10780717,179679,81913867,7.96,10780717,179679,85814528,,,,,,,
0,RU,DOPEGYT,SANDOZ,MOXONITEX,RU90103,FILM C.TABS .4MG 14,14,EDL,,22.598,1504356,107454,32284047,22.598,786504,56179,17773706,23.728,786504,56179,18662391,24.858,754959,53926,18766915,,,,,,,
0,RU,DOPEGYT,ABBOTT LABORATOR.,PHYSIOTENS,RU86957,FILM C.TABS .4MG 28,28,EDL,,32.862,18894008,674786,622842270,32.862,16015214,571972,526298814,34.506,16015214,571972,552613755,36.149,16015214,571972,578928695,,,,,,,
0,RU,DOPEGYT,SANDOZ,MOXONITEX,RU93660,FILM C.TABS .2MG 14,14,EDL,,14.279,1700538,121467,22684063,14.279,1063721,75980,15188374,14.992,1063721,75980,15947793,15.706,1063721,75980,16707212,,,,,,,
0,RU,DOPEGYT,AKRIKHIN RF,MOXONIDINE-AKRIKHI,RU165575,FILM C.TABS .2MG 30,30,EDL,,6.799,3531690,117723,24136780,6.799,12772373,425746,86845229,7.139,12772373,425746,91187490,7.479,12772373,425746,95529751,,,,,,,
0,RU,DOPEGYT,EGIS,ALBAREL,RU56402,TABS 1MG 30,30,non EDL,,29.941,1041690,34723,31444182,29.941,1332780,44426,39904705,31.438,1332780,44426,41899940,32.935,1332780,44426,43895175,,,,,,,
0,RU,DOPEGYT,SEVERNAYA ZVEZDA,MOXONIDINE-SZ,RU107688,FILM C.TABS .4MG 28,28,EDL,,10.034,39772320,1420440,400343464,10.034,7929079,283181,79558003,10.535,7971598,284700,83983852,11.037,7960392,284300,87859406,,,,,,,
0,RU,DOPEGYT,TEVA,DOXAZOSIN TEVA,RU104783,TABS 4MG 30,30,EDL,,10.429,2116650,70555,22639693,10.429,1454706,48490,15170814,10.95,1422292,47410,15574419,11.472,1419907,47330,16288689,,,,,,,
0,RU,DOPEGYT,IRBITSK HFZ RF,MOXONIDINE AVEXIMA,RU163838,FILM C.TABS .2MG 60,60,EDL,,6.265,2693460,44891,16776785,6.265,3538732,58979,22170076,6.578,4235998,70600,27865350,6.891,4235998,70600,29192271,,,,,,,
0,RU,DOPEGYT,ABBOTT LABORATOR.,PHYSIOTENS,RU47596,FILM C.TABS .2MG 14,14,EDL,,21.12,9656710,689765,201529311,21.12,9245384,660385,195260076,22.176,8994735,642481,199464761,23.232,8834018,631001,205229340,,,,,,,
0,RU,DOPEGYT,FARMZASCHITA,MOXONIDINE,RU131187,FILM C.TABS .4MG 28,28,EDL,,11.781,2519188,89971,29720026,11.781,2545520,90911,29988642,12.37,2545520,90911,31488074,12.959,2545520,90911,32987506,,,,,,,
0,RU,DOPEGYT,ACTAVIS,TENZOTRAN,RU97563,FILM C.TABS .4MG 28,28,EDL,,25.113,885472,31624,21626771,25.113,1199131,42826,30113209,26.368,1212864,43317,31981003,27.624,1212864,43317,33503908,,,,,,,
0,RU,DOPEGYT,SEVERNAYA ZVEZDA,MOXONIDINE-SZ,RU123621,FILM C.TABS .4MG 30,30,EDL,,10.053,5917020,197234,61332269,10.053,5893937,196465,59250539,10.555,5925542,197518,62546674,11.058,5925542,197518,65525087,,,,,,,
